"# Serious Injuries","# Visible Injuries","Agency Name (Crash Level) ","Date","Intersection Name (from Crash Report)","KABCO Severity","Light Conditions (Crash Level)","Location at Impact (Crash Level) ","Manner of Collision (Crash Level) ","Roadway (From Crash Report)","Surface Condition (Crash Level) ","Time","Safety Equipment (Crash Level) ","Weather Conditions (Crash Level)","# of Fatalities per Crash","Latitude","Longitude","Geolocated City","Geolocated County","First Harmful Event (Unit Order)","Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)","Most Harmful Event (Crash Level)"
0,0,"Atlanta Police Department","09/06/2021","N Ashby St and Martin Luther King Jr Dr Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Martin Luther King Jr Dr Sw","Dry","18:15:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.754714,-84.417565,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Disregard Police - Traffic Control","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","09/08/2021","3Rd St and Ferst Dr Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Ferst Dr Nw","Dry","15:40:00","[""Unknown"",""None Used""]","Cloudy",0,33.771339,-84.396073,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]",,"[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","09/09/2021","14Th St Nw and Techwood Dr Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","14Th St Nw","Dry","17:55:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.78668,-84.391938,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Failure to Yield","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","09/10/2021","Harris St Nw and Spring St Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Spring St Nw","Dry","08:00:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.760982,-84.389047,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Failure to Yield","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","09/10/2021","Howell Mill Rd and Bishop St Nw St","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Howell Mill Rd","Dry","13:00:00","[""Bicycle Helmet"",""Unknown""]","Clear",0,33.790425,-84.41197,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Disregard Other Traffic Control","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
1,0,"Atlanta Police Department","09/11/2021","Lenox Rd Ne and Piedmont Rd Ne","(A) Suspected Serious Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Piedmont Rd Ne","Dry","08:59:00","[""Lap and Shoulder Belt Used"",""Unknown""]","Clear",0,33.848512,-84.374235,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","[""Misjudged Clearance"",""Misjudged Clearance""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","09/13/2021","Mcdonough Blvd and Mcdonough Blvd Se","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Mcdonough Blvd Se","Dry","13:00:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.704477,-84.349664,"Atlanta","FULTON","[""Pedestrian"",""Pedal-Cycle""]","Disregard Stop Sign/Signal","[""Pedestrian"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","09/14/2021","Ralph David Abernathy Blvd and Ralph David Abernathy Blvd Sw","(C) Possible Injury / Complaint","Dawn","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Ralph David Abernathy Blvd Sw","Dry","20:29:00","[""Unknown"",""None Used""]","Clear",0,33.738247,-84.412597,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Misjudged Clearance","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","09/16/2021","Langston Dr Sw and Metropolitan Pkwy Sw","(K) Fatal Injury","Dark-Lighted","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Metropolitan Pkwy Sw","Dry","21:37:00","[""Unknown"",""None Used""]","Clear",1,33.694783,-84.408143,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedestrian""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","09/21/2021","Marietta St and Hampton St Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Marietta St","Dry","17:18:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.776649,-84.407709,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","09/25/2021","Bolton Rd and Martin Luther King Jr Dr Sw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Bolton Rd","Dry","11:05:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.765888,-84.511116,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]",,"[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","09/25/2021","Techwood Dr Nw and Spring Techwood Con","(C) Possible Injury / Complaint","Dark-Not Lighted","Off Roadway","Not a Collision with Motor Vehicle","Techwood Dr Nw","Dry","18:00:00","[""Unknown"",""Unknown""]","Clear",0,33.764642,-84.391926,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Other - Fixed Object""]","[""Failure to Yield"",""Vision Obscured""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","09/30/2021","West Ln Nw and Huff Rd Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Huff Rd Nw","Dry","08:00:00","[""Unknown"",""Unknown""]","Clear",0,33.787784,-84.414586,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Vision Obscured","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","09/30/2021","None and Glenwood Ave Se","(A) Suspected Serious Injury","Dark-Lighted","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Glenwood Ave Se","Dry","20:15:00","[""Lap and Shoulder Belt Used"",""Non-Motorist Lighting""]","Clear",0,33.740513,-84.361728,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","10/02/2021","North Ave Nw and Northside Pkwy Nw","(A) Suspected Serious Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Northside Pkwy Nw","Dry","18:05:00","[""Bicycle Helmet"",""Lap and Shoulder Belt Used""]","Clear",0,33.770004,-84.404676,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Improper Turn","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","10/02/2021","Marietta St and Northside Pkwy Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","Marietta St","Dry","15:53:00","[""Unknown"",""Unknown""]","Cloudy",0,33.776206,-84.407309,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","10/08/2021","Wheeler St Nw and Chestnut St Nw","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Chestnut St Nw","Dry","15:10:00","[""Motorcycle Helmet"",""Unknown""]","Clear",0,33.774097,-84.412456,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Disregard Other Traffic Control","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","10/09/2021","10Th St Ne and Myrtle St Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Bicycle Lane","Not a Collision with Motor Vehicle","10Th St Ne","Dry","18:35:00","[""None Used"",""Unknown""]","Clear",0,33.781787,-84.378841,"Atlanta","FULTON","[""Other Object (Not Fixed)"",""Other Object (Not Fixed)""]","Improper Passing","[""Other Object (Not Fixed)"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","10/10/2021","Peachtree Rd and Bennett St Nw","(O) No Injury","Dark-Lighted","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Bennett St Nw","Dry","00:44:00","[""Lap and Shoulder Belt Used"",""Unknown""]","Clear",0,33.81232,-84.392175,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","10/10/2021","Penn Ave Ne and Ponce De Leon Ave Ne","(O) No Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Penn Ave Ne","Dry","17:09:00","Unknown","Clear",0,33.772997,-84.378998,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Inattentive or Other Distraction (Distracted)","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","10/10/2021","None and Virginia Ave Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Virginia Ave Ne","Dry","11:32:00","Bicycle Helmet","Clear",0,33.782144,-84.357744,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Parked Motor Vehicle""]","Inattentive or Other Distraction (Distracted)","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","10/14/2021","Randolph St Ne and Highland Ave Ne","(C) Possible Injury / Complaint","Dusk","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Highland Ave Ne","Dry","18:46:00","Unknown","Clear",0,33.761325,-84.36757,"Atlanta","FULTON","[""Other Object (Not Fixed)"",""Parked Motor Vehicle""]","Other Exterior Distraction (Distracted)","[""Other Object (Not Fixed)"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","10/14/2021","Peachtree St Sw and Martin Luther King Jr Dr Se","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Martin Luther King Jr Dr Se","Dry","18:20:00","[""Unknown"",""Unknown""]","Clear",0,33.752058,-84.392125,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Under the Influence (U.I.)"",""Disregard Stop Sign/Signal""]","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","10/18/2021","None and I- 20","(O) No Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","I- 20","Dry","11:54:00","[""Unknown"",""None Used""]","Cloudy",0,33.743307,-84.379007,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","10/22/2021","Whitefoord Ave Ne and Hosea L Williams Dr Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Hosea L Williams Dr Ne","Dry","16:30:00","[""Unknown"",""None Used""]","Clear",0,33.75343,-84.342092,"Atlanta","DEKALB","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","10/22/2021","6Th St Ne and Juniper St Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - Managed Lane (HOV, HOT, Reversible)","Not a Collision with Motor Vehicle","6Th St Ne","Dry","17:58:00","[""Unknown"",""Booster Seat (Properly Used)"",""Booster Seat (Properly Used)"",""Unknown""]","Clear",0,33.777234,-84.382848,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
1,0,"Atlanta Police Department","10/24/2021","Burton Rd Nw and Hamilton E Holmes Dr Nw","(A) Suspected Serious Injury","Dark-Not Lighted","On Roadway - Driveway Intersection","Not a Collision with Motor Vehicle","Hamilton E Holmes Dr Nw","Dry","21:16:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.755414,-84.468382,"Atlanta","FULTON","[""Pedal-Cycle"",""Pedal-Cycle""]","Reckless Driving","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","10/25/2021","Mentelle Dr Ne and Charles Allen Dr Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Charles Allen Dr Ne","Dry","16:39:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.77713,-84.372806,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","10/27/2021","Krog St Ne and Lake Ave Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Lake Ave Ne","Dry","13:00:00","[""Lap and Shoulder Belt Used"",""None Used""]","Clear",0,33.757545,-84.364165,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","10/27/2021","10Th St Ne and Piedmont Ave Ne","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","10Th St Ne","Dry","20:35:00","[""Unknown"",""Bicycle Helmet""]","Clear",0,33.781782,-84.380426,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Disregard Stop Sign/Signal","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","10/30/2021","Hollywood Rd Nw and Donald Lee Hollowell Pkwy Nw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Hollywood Rd Nw","Dry","10:00:00","[""Unknown"",""None Used""]","Clear",0,33.776645,-84.44969,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
2,0,"Atlanta Police Department","11/10/2021","10Th St Ne and Monroe Dr Ne","(A) Suspected Serious Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Monroe Dr Ne","Dry","15:37:00","[""None Used"",""None Used""]","Clear",0,33.781766,-84.368878,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","11/21/2021","13Th St Ne and Juniper St Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","13Th St Ne","Dry","16:50:00","[""Unknown"",""Unknown""]","Clear",0,33.785429,-84.382054,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","11/30/2021","Lee St Sw and Murphy Ave Sw","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Lee St Sw","Dry","11:00:00","[""Unknown"",""None Used""]","Clear",0,33.732058,-84.413229,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","Pedal-Cycle"
0,0,"Atlanta Police Department","12/08/2021","Cascade Rd Sw and Cascade Ave Sw","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Cascade Rd Sw","Dry","23:30:00","[""Lap Belt Only Used"",""None Used""]","Other",0,33.721243,-84.453866,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Wrong Side of Road","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Emory Police Department","12/16/2021","Eagle Row and Peavine Creek Dr","(O) No Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Eagle Row","Dry","14:10:00","[""Bicycle Helmet"",""Unknown""]","Clear",0,33.794865,-84.327458,"Atlanta","DEKALB","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Misjudged Clearance","[""Pedal-Cycle"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","12/17/2021","Sheridan Rd Ne and Cheshire Bridge Rd Ne","(C) Possible Injury / Complaint","Daylight","Off Roadway - Sidewalk","Not a Collision with Motor Vehicle","Cheshire Bridge Rd Ne","Dry","14:22:00","[""Unknown"",""Unknown""]","Clear",0,33.820672,-84.351394,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Failure to Yield","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
1,0,"Atlanta Police Department","01/03/2022","Memorial Dr Se and Moreland Ave Se","(A) Suspected Serious Injury","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Memorial Dr Se","Water (standing or moving)","00:00:00","[""Unknown"",""Unknown""]","Rain",0,33.747581,-84.349194,"Atlanta","DEKALB","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","01/10/2022","Bolton Rd Nw and Donald Lee Hollowell Pkwy Nw","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Bolton Rd Nw","Dry","18:30:00","[""Unknown"",""None Used""]","Clear",0,33.787814,-84.494398,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Disregard Stop Sign/Signal","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","01/19/2022","Center Hill Ave Nw and Donald Lee Hollowell Pkwy Nw","(B) Suspected Minor/Visible Injury","Daylight","Off Roadway - Sidewalk","Not a Collision with Motor Vehicle","Donald Lee Hollowell Pkwy Nw","Dry","08:00:00","[""None Used"",""Unknown"",""Lap and Shoulder Belt Used""]","Clear",0,33.777041,-84.463808,"Atlanta","FULTON","[""Pedal-Cycle"",""Motor Vehicle in Motion""]","Driver Lost Control","[""Pedal-Cycle"",""Motor Vehicle in Motion""]"
0,1,"Atlanta Police Department","01/24/2022","10Th St Ne and Juniper St Ne","(B) Suspected Minor/Visible Injury","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Juniper St Ne","Dry","18:20:00","[""Unknown"",""Unknown""]","Clear",0,33.78175,-84.382465,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Failure to Yield","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,1,"Atlanta Police Department","01/31/2022","10Th St Ne and Myrtle St Ne","(B) Suspected Minor/Visible Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","10Th St Ne","Dry","11:38:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.781788,-84.379386,"Atlanta","FULTON","[""Other Object (Not Fixed)"",""Motor Vehicle in Motion""]",,"[""Other Object (Not Fixed)"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","02/08/2022","17Th St Ne and W Peachtree St Ne","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","17Th St Ne","Dry","18:56:00","[""Lap and Shoulder Belt Used"",""Bicycle Helmet""]","Clear",0,33.791773,-84.387746,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedal-Cycle""]","Following Too Close","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","02/09/2022","Mays Xing Sw and Fairburn Rd Sw","(C) Possible Injury / Complaint","Daylight","Off Roadway - Sidewalk","Not a Collision with Motor Vehicle","Mays Xing Sw","Dry","16:36:00","[""Unknown"",""Unknown""]","Clear",0,33.734463,-84.510566,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Misjudged Clearance","[""Motor Vehicle in Motion"",""Pedal-Cycle""]"
0,0,"Atlanta Police Department","02/12/2022","North Ave Ne and Argonne Ave Ne","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","North Ave Ne","Dry","15:25:00","[""Unknown"",""None Used""]","Clear",0,33.771233,-84.377786,"Atlanta","FULTON","[""Pedal-Cycle"",""Pedal-Cycle""]","Not Visible (Object, Person, or Vehicle)","[""Pedal-Cycle"",""Pedal-Cycle""]"
